,Hotel_Name,Average_Score,count
1296,Hotel Monceau Wagram,7.9,110
1297,Hotel Mercure Wien Westbahnhof,7.9,87
1298,Hotel Schild,7.9,98
1299,Hotel Lombardia,7.9,55
1300,Hotel Galileo,7.9,222
1301,London Marriott Hotel Grosvenor Square,7.9,256
1302,Hotel Elys es Bassano,7.9,121
1303,Sall s Hotel Pere IV,7.9,509
1304,Grange White Hall Hotel,7.9,210
1305,Royal Hotel Champs Elys es,7.9,210
1306,Paris Marriott Opera Ambassador Hotel,7.9,66
1307,Medinaceli,7.8,82
1308,The Colonnade,7.8,201
1309,Best Western Mercedes Arc de Triomphe,7.8,58
1310,Mercure Hotel Amsterdam West,7.8,432
1311,The Cranley Hotel,7.8,160
1312,MiHotel,7.8,22
1313,Mercure Paris Gare Montparnasse,7.8,37
1314,Novotel Milano Nord Ca Granda,7.8,59
1315,The RE London Shoreditch,7.8,893
1316,Novotel Amsterdam City,7.8,533
1317,Millennium Gloucester Hotel London,7.8,2565
1318,Millennium Hotel London Mayfair,7.8,1253
1319,Millennium Hotel Paris Opera,7.8,125
1320,Barcelona Hotel Colonial,7.8,54
1321,Best Western Aulivia Op ra,7.8,100
1322,Hampshire Hotel Rembrandt Square Amsterdam,7.8,748
1323,Chiswick Rooms,7.8,342
1324,Hilton London Hyde Park,7.8,259
1325,Park International Hotel,7.8,502
1326,Hotel Portello Gruppo Minihotel,7.8,71
1327,Hotel Romana Residence,7.8,334
1328,Hotel Le Pera,7.8,22
1329,Sansi Diputacio,7.8,57
1330,Acevi Villarroel,7.8,352
1331,IH Hotels Milano Ambasciatori,7.8,318
1332,Hotel Carlton s Montmartre,7.8,90
1333,Hotel Best Western PLUS Alfa Aeropuerto,7.8,572
1334,Hotel Atlanta,7.8,389
1335,Hilton London Kensington Hotel,7.8,1845
1336,TRYP Paris Op ra,7.8,71
1337,Best Western S vres Montparnasse,7.8,188
1338,Tryp Barcelona Apolo Hotel,7.8,179
1339,Fletcher Hotel Amsterdam,7.8,594
1340,Holiday Inn London Kensington,7.8,2768
1341,London Hilton on Park Lane,7.8,331
1342,The Bryson Hotel,7.8,130
1343,Thistle Hyde Park,7.8,299
1344,The Abbey Court Notting Hill,7.8,90
1345,Best Western Allegro Nation,7.8,37
1346,Best Western Plus Seraphine Hammersmith Hotel,7.8,743
1347,Holiday Inn London Kensington Forum,7.8,1502
1348,The Academy,7.8,258
1349,NH Amsterdam Zuid,7.8,229
1350,Amarante Champs Elys es,7.7,102
1351,Hotel Arena,7.7,405
1352,Holiday Inn Amsterdam,7.7,286
1353,Ibis Styles Paris Gare Saint Lazare,7.7,14
1354,Hotel 4 Barcelona,7.7,120
1355,Mercure Milano Regency,7.7,27
1356,Mokinba Hotels Baviera,7.7,139
1357,Belfast,7.7,86
1358,1K Hotel,7.7,148
1359,Mercure Paris Porte De Versailles Expo,7.7,40
1360,H tel des Ducs D Anjou,7.7,108
1361,NH Amsterdam Centre,7.7,395
1362,NH Amsterdam Schiller,7.7,485
1363,The Park Grand London Paddington,7.7,1770
1364,Park Avenue Baker Street,7.7,851
1365,Best Western Ducs de Bourgogne,7.7,142
1366,Best Western Plus Elys e Secret,7.7,111
1367,Best Western Hotel Pension Arenberg Wien Zentrum,7.7,199
1368,Senator Barcelona Spa Hotel,7.7,569
1369,Best Western Hotel Astoria,7.7,37
1370,Best Western Hotel Ascot,7.7,236
1371,Grand Royale London Hyde Park,7.7,2958
1372,The Hub Hotel,7.7,78
1373,Exe Vienna,7.7,351
1374,Ca Bianca Hotel Corte Del Naviglio,7.7,81
1375,Best Western Bretagne Montparnasse,7.7,188
1376,Best Western The Boltons Hotel London Kensington,7.7,549
1377,Style Hotel,7.7,70
1378,Shaftesbury Metropolis London Hyde Park,7.7,1095
1379,Simply Rooms Suites,7.7,115
1380,Best Western Plus 61 Paris Nation Hotel,7.7,74
1381,Corus Hotel Hyde Park,7.6,1114
1382,The Whitechapel,7.6,313
1383,IH Hotels Milano Puccini,7.6,175
1384,Mercure London Paddington Hotel,7.6,634
1385,Best Western Paris Gare Saint Lazare,7.6,78
1386,Ozo Hotel,7.6,473
1387,IH Hotels Milano Watt 13,7.6,186
1388,Villa Montparnasse,7.6,52
1389,Novotel Suites Paris Montreuil Vincennes,7.6,192
1390,Renaissance Barcelona Hotel,7.6,33
1391,Forest Hill Paris la Villette,7.6,239
1392,Le Meridien Piccadilly,7.6,260
1393,Expo Hotel Barcelona,7.6,805
1394,Hotel Garbi Millenni,7.6,80
1395,Best Western Op ra Batignolles,7.6,101
1396,Hotel La Place,7.6,125
1397,Novotel Paris Centre Tour Eiffel,7.6,497
1398,New Linden Hotel,7.6,876
1399,Milan Marriott Hotel,7.6,74
1400,Best Western Le 18 Paris,7.6,86
1401,Mercure Paris Gobelins Place d Italie,7.6,24
1402,Hotel Sunflower,7.6,51
1403,Novotel Paris Vaugirard Montparnasse,7.6,216
1404,Hotel 82 London,7.5,712
1405,Le Grand H tel de Normandie,7.5,30
1406,Victoires Opera,7.5,47
1407,Mercure Paris 19 Philharmonie La Villette,7.5,54
1408,Best Western Delphi Hotel,7.5,80
1409,Park Grand London Hyde Park,7.5,819
1410,Holiday Inn Paris Gare Montparnasse,7.5,331
1411,Holiday Inn London Oxford Circus,7.5,484
1412,Best Western Amiral Hotel,7.5,119
1413,Paris Marriott Rive Gauche Hotel,7.5,46
1414,Millennium Hotel London Knightsbridge,7.5,1007
1415,Mokinba Hotels Montebianco,7.5,49
1416,Park Plaza Vondelpark Amsterdam,7.5,592
1417,Hotel Astor Saint Honor ,7.5,24
1418,Hotel Boutique Duomo,7.5,62
1419,Hotel De Vigny,7.5,63
1420,Mercure Paris Op ra Faubourg Montmartre,7.5,33
1421,Best Western PLUS Epping Forest,7.5,328
1422,The Cumberland A Guoman Hotel,7.5,1809
1423,Hotel Lloyd,7.5,211
1424,Atahotel Contessa Jolanda,7.5,119
1425,Mercure London Kensington Hotel,7.5,442
1426,Hotel Front Maritim,7.5,136
1427,Golden Tulip Amsterdam Riverside,7.5,506
1428,Mayflower Hotel Apartments,7.5,851
1429,Hilton London Metropole,7.5,2628
1430,United Lodge Hotel and Apartments,7.5,223
1431,Arenas Atiram Hotels,7.5,75
1432,Saint Georges Hotel,7.5,728
1433,Hotel Pierre Milano,7.5,67
1434,IH Hotels Milano Gioia,7.5,423
1435,Auteuil Tour Eiffel,7.5,196
1436,Grand Hotel Downtown,7.5,415
1437,Mercure Paris Porte d Orleans,7.5,10
1438,Radisson Blu Champs Elys es Paris,7.4,152
1439,Seraphine Kensington Gardens Hotel,7.4,310
1440,Royal Amsterdam Hotel,7.4,162
1441,Catalonia Park Putxet,7.4,442
1442,Hotel Mentana,7.4,139
1443,St George Hotel,7.4,122
1444,Hotel Ronda Lesseps,7.4,83
1445,Hilton London Euston,7.4,470
1446,Best Western Blue Tower Hotel,7.4,845
1447,Hotel Abbot,7.4,39
1448,London Suites,7.4,114
1449,Novotel Suites Paris Nord 18 me,7.4,180
1450,Hilton London Olympia,7.4,889
1451,Mercure Paris Terminus Nord,7.4,1459
1452,Best Western Seraphine Kensington Olympia,7.4,374
1453,Great St Helen Hotel,7.4,520
1454,Mokinba Hotels King,7.3,152
1455,Villa Alessandra,7.3,26
1456,Shaftesbury Premier London Paddington,7.3,1546
1457,The Premier Notting Hill,7.3,967
1458,Best Western Plus Hotel Blue Square,7.3,594
1459,Royal Garden Champs Elysees,7.3,202
1460,Hilton London Green Park,7.3,484
1461,Admiral Hotel,7.3,26
1462,Best Western Hotel Montmartre Sacr Coeur,7.2,266
1463,Mercure Paris Champs Elys es,7.2,39
1464,H tel De Castiglione,7.2,201
1465,Amarante Beau Manoir,7.2,159
1466,Kube Hotel Ice Bar,7.2,19
1467,Ilunion Almirante,7.1,264
1468,Hyatt Regency Paris Etoile,7.1,874
1469,Holiday Inn Paris Montparnasse Pasteur,7.1,37
1470,Britannia International Hotel Canary Wharf,7.1,4789
1471,BEST WESTERN Maitrise Hotel Maida Vale,7.1,816
1472,Henry VIII,7.0,1107
1473,Gran Hotel Barcino,7.0,82
1474,Eurohotel Diagonal Port,7.0,52
1475,Hotel Royal Elys es,7.0,45
1476,Park Lane Mews Hotel,7.0,1057
1477,Villa Lut ce Port Royal,7.0,47
1478,London Elizabeth Hotel,7.0,236
1479,IH Hotels Milano Lorenteggio,7.0,163
1480,NH Carlton Amsterdam,7.0,1110
1481,Hallmark Hotel London Chigwell Prince Regent,6.9,463
1482,Idea Hotel Milano San Siro,6.9,467
1483,Gainsborough Hotel,6.9,807
1484,Bloomsbury Palace Hotel,6.8,1273
1485,Villa Eugenie,6.8,31
1486,Ibis Styles Milano Palmanova,6.7,12
1487,Commodore Hotel,6.7,953
1488,Best Western Maitrise Hotel Edgware Road,6.6,220
1489,The Tophams Hotel,6.6,180
1490,Hotel Cavendish,6.4,920
1491,Savoy Hotel Amsterdam,6.4,243
1492,Hotel Liberty,5.2,65
